Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas22469    Pavarde22469   6         1         9         10        6         8         
Vardas22470    Pavarde22470   7         6         9         2         4         7         
Vardas22471    Pavarde22471   5         5         8         8         7         10        
Vardas22472    Pavarde22472   1         7         1         4         5         5         
Vardas22473    Pavarde22473   10        4         5         1         8         6         
Vardas22474    Pavarde22474   1         10        2         7         3         9         
Vardas22475    Pavarde22475   2         10        7         3         9         8         
Vardas22476    Pavarde22476   8         9         6         10        10        1         
Vardas22477    Pavarde22477   6         9         9         9         5         9         
Vardas22478    Pavarde22478   10        6         9         6         3         4         
Vardas22479    Pavarde22479   10        1         6         2         1         4         
Vardas22480    Pavarde22480   4         9         3         5         6         3         
Vardas22481    Pavarde22481   5         9         10        5         6         7         
Vardas22482    Pavarde22482   5         8         10        10        1         8         
Vardas22483    Pavarde22483   5         9         10        8         2         7         
Vardas22484    Pavarde22484   4         7         7         9         4         5         
Vardas22485    Pavarde22485   1         10        6         5         5         3         
Vardas22486    Pavarde22486   2         10        4         7         4         6         
Vardas22487    Pavarde22487   6         7         9         5         9         8         
Vardas22488    Pavarde22488   10        9         10        9         10        2         
Vardas22489    Pavarde22489   6         3         3         3         4         3         
Vardas22490    Pavarde22490   1         7         7         10        1         10        
Vardas22491    Pavarde22491   3         1         4         4         2         4         
Vardas22492    Pavarde22492   3         1         2         1         2         1         
Vardas22493    Pavarde22493   4         6         5         4         10        4         
Vardas22494    Pavarde22494   9         3         2         10        7         5         
Vardas22495    Pavarde22495   1         1         3         1         10        6         
Vardas22496    Pavarde22496   6         1         9         8         1         7         
Vardas22497    Pavarde22497   7         1         6         6         8         9         
Vardas22498    Pavarde22498   8         2         1         4         6         8         
Vardas22499    Pavarde22499   3         7         7         10        5         8         
Vardas22500    Pavarde22500   1         1         4         5         2         8         
Vardas22501    Pavarde22501   1         2         10        7         2         1         
Vardas22502    Pavarde22502   5         9         6         6         5         2         
Vardas22503    Pavarde22503   8         2         8         1         6         4         
Vardas22504    Pavarde22504   1         3         10        8         4         6         
Vardas22505    Pavarde22505   1         9         7         4         8         4         
Vardas22506    Pavarde22506   7         8         6         3         6         6         
Vardas22507    Pavarde22507   8         3         1         3         4         3         
Vardas22508    Pavarde22508   1         6         2         2         6         4         
Vardas22509    Pavarde22509   6         9         2         7         5         8         
Vardas22510    Pavarde22510   6         3         8         6         7         3         
Vardas22511    Pavarde22511   1         9         7         9         8         6         
Vardas22512    Pavarde22512   1         6         9         9         2         10        
Vardas22513    Pavarde22513   6         3         9         6         4         8         
Vardas22514    Pavarde22514   6         1         9         3         9         7         
Vardas22515    Pavarde22515   2         9         3         8         10        9         
Vardas22516    Pavarde22516   6         9         8         9         1         9         
Vardas22517    Pavarde22517   2         5         2         4         7         2         
Vardas22518    Pavarde22518   5         7         6         7         1         5         
Vardas22519    Pavarde22519   9         4         9         4         9         8         
Vardas22520    Pavarde22520   9         8         5         2         8         5         
Vardas22521    Pavarde22521   10        10        8         2         4         10        
Vardas22522    Pavarde22522   5         5         5         1         6         5         
Vardas22523    Pavarde22523   5         4         7         2         5         1         
Vardas22524    Pavarde22524   6         7         4         8         10        2         
Vardas22525    Pavarde22525   8         1         1         9         10        8         
Vardas22526    Pavarde22526   4         3         7         10        5         8         
Vardas22527    Pavarde22527   6         2         1         8         4         1         
Vardas22528    Pavarde22528   9         5         9         1         4         9         
Vardas22529    Pavarde22529   4         2         4         7         2         4         
Vardas22530    Pavarde22530   8         4         9         7         8         8         
Vardas22531    Pavarde22531   6         2         2         5         2         10        
Vardas22532    Pavarde22532   8         5         5         6         9         7         
Vardas22533    Pavarde22533   8         2         2         5         7         5         
Vardas22534    Pavarde22534   10        7         3         6         8         8         
Vardas22535    Pavarde22535   3         5         1         5         9         2         
Vardas22536    Pavarde22536   2         6         3         3         1         1         
Vardas22537    Pavarde22537   2         4         7         9         5         9         
Vardas22538    Pavarde22538   8         3         9         2         4         2         
Vardas22539    Pavarde22539   5         2         4         7         4         1         
Vardas22540    Pavarde22540   8         3         8         8         8         1         
Vardas22541    Pavarde22541   1         7         8         10        10        4         
Vardas22542    Pavarde22542   4         4         6         2         8         5         
Vardas22543    Pavarde22543   3         6         6         3         9         7         
Vardas22544    Pavarde22544   2         6         5         7         8         5         
Vardas22545    Pavarde22545   7         10        6         5         5         4         
Vardas22546    Pavarde22546   7         5         3         6         10        2         
Vardas22547    Pavarde22547   7         6         4         7         10        10        
Vardas22548    Pavarde22548   2         6         3         10        7         10        
Vardas22549    Pavarde22549   7         8         10        5         1         3         
Vardas22550    Pavarde22550   4         3         4         1         10        3         
Vardas22551    Pavarde22551   3         3         4         9         9         2         
Vardas22552    Pavarde22552   2         3         2         6         1         6         
Vardas22553    Pavarde22553   4         8         1         5         10        2         
Vardas22554    Pavarde22554   6         6         7         2         2         10        
Vardas22555    Pavarde22555   10        2         6         2         1         3         
Vardas22556    Pavarde22556   6         9         2         1         4         9         
Vardas22557    Pavarde22557   4         4         8         8         2         10        
Vardas22558    Pavarde22558   9         10        4         2         5         6         
Vardas22559    Pavarde22559   1         2         2         4         4         5         
Vardas22560    Pavarde22560   1         2         8         10        6         4         
Vardas22561    Pavarde22561   8         1         3         9         1         10        
Vardas22562    Pavarde22562   9         2         1         8         5         9         
Vardas22563    Pavarde22563   2         9         3         9         2         1         
Vardas22564    Pavarde22564   8         2         1         3         4         8         
Vardas22565    Pavarde22565   1         6         5         7         7         6         
Vardas22566    Pavarde22566   2         1         8         2         8         1         
Vardas22567    Pavarde22567   3         4         8         4         2         8         
Vardas22568    Pavarde22568   4         1         6         1         2         9         
Vardas22569    Pavarde22569   4         1         3         2         7         2         
Vardas22570    Pavarde22570   8         8         2         8         2         7         
Vardas22571    Pavarde22571   1         3         2         5         3         7         
Vardas22572    Pavarde22572   7         2         4         5         3         8         
Vardas22573    Pavarde22573   9         3         7         9         8         4         
Vardas22574    Pavarde22574   9         5         8         1         2         4         
Vardas22575    Pavarde22575   4         3         5         1         9         8         
Vardas22576    Pavarde22576   10        3         8         10        10        7         
Vardas22577    Pavarde22577   6         5         10        5         6         1         
Vardas22578    Pavarde22578   2         6         4         3         1         2         
Vardas22579    Pavarde22579   4         4         2         4         4         7         
Vardas22580    Pavarde22580   2         3         5         5         4         7         
Vardas22581    Pavarde22581   10        8         6         1         9         2         
Vardas22582    Pavarde22582   4         2         1         8         1         7         
Vardas22583    Pavarde22583   10        9         4         3         4         10        
Vardas22584    Pavarde22584   10        5         9         9         9         6         
Vardas22585    Pavarde22585   10        7         7         1         1         10        
Vardas22586    Pavarde22586   3         6         6         8         2         5         
Vardas22587    Pavarde22587   8         6         3         10        9         5         
Vardas22588    Pavarde22588   1         5         3         8         10        9         
Vardas22589    Pavarde22589   8         7         9         6         3         6         
Vardas22590    Pavarde22590   4         4         7         8         4         9         
Vardas22591    Pavarde22591   9         1         7         2         6         5         
Vardas22592    Pavarde22592   2         7         8         9         8         4         
Vardas22593    Pavarde22593   5         7         9         3         10        5         
Vardas22594    Pavarde22594   5         4         8         4         6         2         
Vardas22595    Pavarde22595   4         5         2         1         6         5         
Vardas22596    Pavarde22596   6         3         10        8         2         9         
Vardas22597    Pavarde22597   9         2         10        10        1         9         
Vardas22598    Pavarde22598   10        8         7         6         5         1         
Vardas22599    Pavarde22599   2         7         10        4         6         1         
Vardas22600    Pavarde22600   1         6         4         2         9         9         
Vardas22601    Pavarde22601   6         8         8         8         10        7         
Vardas22602    Pavarde22602   10        9         5         2         8         1         
Vardas22603    Pavarde22603   7         2         10        4         10        10        
Vardas22604    Pavarde22604   6         4         7         7         4         10        
Vardas22605    Pavarde22605   6         5         2         8         6         2         
Vardas22606    Pavarde22606   5         10        1         5         4         6         
Vardas22607    Pavarde22607   3         8         3         1         8         4         
Vardas22608    Pavarde22608   5         3         6         4         2         2         
Vardas22609    Pavarde22609   5         2         2         8         7         7         
Vardas22610    Pavarde22610   1         4         4         9         4         4         
Vardas22611    Pavarde22611   2         4         2         5         10        4         
Vardas22612    Pavarde22612   1         1         7         7         1         4         
Vardas22613    Pavarde22613   2         7         9         3         10        9         
Vardas22614    Pavarde22614   7         3         8         1         5         4         
Vardas22615    Pavarde22615   5         10        7         10        5         5         
Vardas22616    Pavarde22616   8         4         1         10        1         4         
Vardas22617    Pavarde22617   7         3         4         2         10        10        
Vardas22618    Pavarde22618   8         3         8         3         8         6         
Vardas22619    Pavarde22619   2         5         7         7         10        10        
Vardas22620    Pavarde22620   4         4         6         7         3         10        
Vardas22621    Pavarde22621   9         8         9         3         9         5         
Vardas22622    Pavarde22622   7         8         7         6         9         5         
Vardas22623    Pavarde22623   9         10        1         5         6         6         
Vardas22624    Pavarde22624   8         4         1         9         9         10        
Vardas22625    Pavarde22625   9         9         2         4         9         5         
Vardas22626    Pavarde22626   10        8         2         9         7         10        
Vardas22627    Pavarde22627   2         1         4         9         3         1         
Vardas22628    Pavarde22628   3         5         6         5         5         10        
Vardas22629    Pavarde22629   9         7         4         4         4         7         
Vardas22630    Pavarde22630   7         2         9         10        10        7         
Vardas22631    Pavarde22631   3         3         6         3         6         1         
Vardas22632    Pavarde22632   3         5         8         4         10        6         
Vardas22633    Pavarde22633   1         1         2         10        2         10        
Vardas22634    Pavarde22634   1         5         3         9         3         10        
Vardas22635    Pavarde22635   4         7         10        2         5         3         
Vardas22636    Pavarde22636   5         9         5         6         8         7         
Vardas22637    Pavarde22637   1         2         1         2         4         9         
Vardas22638    Pavarde22638   8         8         8         5         8         10        
Vardas22639    Pavarde22639   7         2         1         8         4         7         
Vardas22640    Pavarde22640   7         2         10        9         9         9         
Vardas22641    Pavarde22641   3         9         1         2         9         9         
Vardas22642    Pavarde22642   4         5         10        5         2         4         
Vardas22643    Pavarde22643   6         8         10        9         10        3         
Vardas22644    Pavarde22644   5         10        5         3         3         4         
Vardas22645    Pavarde22645   9         6         1         3         9         5         
Vardas22646    Pavarde22646   9         10        1         10        6         4         
Vardas22647    Pavarde22647   2         4         1         2         8         5         
Vardas22648    Pavarde22648   6         3         10        3         5         6         
Vardas22649    Pavarde22649   7         2         6         6         1         4         
Vardas22650    Pavarde22650   9         9         3         8         3         1         
Vardas22651    Pavarde22651   10        8         5         10        1         5         
Vardas22652    Pavarde22652   8         7         6         3         8         2         
Vardas22653    Pavarde22653   9         6         1         5         6         1         
Vardas22654    Pavarde22654   7         2         5         3         9         9         
Vardas22655    Pavarde22655   5         5         9         8         3         3         
Vardas22656    Pavarde22656   7         10        7         3         10        2         
Vardas22657    Pavarde22657   1         8         10        9         1         10        
Vardas22658    Pavarde22658   4         10        8         5         9         4         
Vardas22659    Pavarde22659   1         2         10        2         7         5         
Vardas22660    Pavarde22660   2         3         6         10        6         9         
Vardas22661    Pavarde22661   3         4         10        4         10        7         
Vardas22662    Pavarde22662   2         3         2         2         10        8         
Vardas22663    Pavarde22663   1         2         5         5         1         9         
Vardas22664    Pavarde22664   4         7         4         5         5         6         
Vardas22665    Pavarde22665   6         6         10        5         5         3         
Vardas22666    Pavarde22666   10        10        1         5         8         8         
Vardas22667    Pavarde22667   4         4         7         1         3         3         
Vardas22668    Pavarde22668   3         5         4         1         7         3         
Vardas22669    Pavarde22669   8         10        6         4         8         3         
Vardas22670    Pavarde22670   8         3         1         1         8         4         
Vardas22671    Pavarde22671   9         8         7         2         7         5         
Vardas22672    Pavarde22672   8         6         2         1         9         2         
Vardas22673    Pavarde22673   8         3         8         10        3         1         
Vardas22674    Pavarde22674   6         10        6         3         8         6         
Vardas22675    Pavarde22675   7         7         1         1         8         10        
Vardas22676    Pavarde22676   5         1         3         2         10        6         
Vardas22677    Pavarde22677   2         10        9         9         1         6         
Vardas22678    Pavarde22678   2         1         1         6         4         4         
Vardas22679    Pavarde22679   3         6         2         4         7         9         
Vardas22680    Pavarde22680   8         2         3         3         4         5         
Vardas22681    Pavarde22681   1         9         1         3         10        7         
Vardas22682    Pavarde22682   9         3         1         7         5         10        
Vardas22683    Pavarde22683   2         5         3         4         3         8         
Vardas22684    Pavarde22684   8         4         4         10        3         2         
Vardas22685    Pavarde22685   8         7         4         7         1         4         
Vardas22686    Pavarde22686   8         2         4         3         2         7         
Vardas22687    Pavarde22687   8         10        9         9         3         3         
Vardas22688    Pavarde22688   2         7         9         6         5         1         
Vardas22689    Pavarde22689   7         8         8         9         10        8         
Vardas22690    Pavarde22690   2         1         10        8         1         2         
Vardas22691    Pavarde22691   4         2         8         10        5         2         
Vardas22692    Pavarde22692   1         9         7         2         5         1         
Vardas22693    Pavarde22693   6         1         8         2         10        9         
Vardas22694    Pavarde22694   8         10        1         5         5         2         
Vardas22695    Pavarde22695   3         4         2         4         10        3         
Vardas22696    Pavarde22696   9         6         3         8         2         9         
Vardas22697    Pavarde22697   9         3         1         1         8         5         
Vardas22698    Pavarde22698   8         5         1         7         9         2         
Vardas22699    Pavarde22699   2         7         6         2         5         7         
Vardas22700    Pavarde22700   6         5         3         5         2         3         
Vardas22701    Pavarde22701   6         5         7         1         6         2         
Vardas22702    Pavarde22702   4         6         5         4         9         8         
Vardas22703    Pavarde22703   10        6         10        1         7         8         
Vardas22704    Pavarde22704   10        3         1         6         2         8         
Vardas22705    Pavarde22705   10        9         2         7         1         9         
Vardas22706    Pavarde22706   6         1         7         4         6         1         
Vardas22707    Pavarde22707   7         4         10        10        9         2         
Vardas22708    Pavarde22708   2         8         6         1         1         10        
Vardas22709    Pavarde22709   9         5         5         2         9         9         
Vardas22710    Pavarde22710   7         3         2         9         6         4         
Vardas22711    Pavarde22711   2         3         7         10        7         4         
Vardas22712    Pavarde22712   2         10        2         4         2         5         
Vardas22713    Pavarde22713   6         8         4         4         6         8         
Vardas22714    Pavarde22714   6         1         4         5         7         8         
Vardas22715    Pavarde22715   3         10        10        6         6         8         
Vardas22716    Pavarde22716   8         10        10        7         8         9         
Vardas22717    Pavarde22717   4         1         8         9         5         5         
Vardas22718    Pavarde22718   1         10        2         8         7         6         
Vardas22719    Pavarde22719   10        8         3         2         2         4         
Vardas22720    Pavarde22720   4         9         4         3         8         8         
Vardas22721    Pavarde22721   6         8         6         9         6         5         
Vardas22722    Pavarde22722   2         10        5         1         8         1         
Vardas22723    Pavarde22723   5         3         9         9         10        7         
Vardas22724    Pavarde22724   5         4         10        2         6         10        
Vardas22725    Pavarde22725   7         2         10        3         3         5         
Vardas22726    Pavarde22726   3         6         4         6         6         4         
Vardas22727    Pavarde22727   3         6         8         9         7         4         
Vardas22728    Pavarde22728   2         3         5         6         8         5         
Vardas22729    Pavarde22729   5         8         10        2         9         1         
Vardas22730    Pavarde22730   10        8         4         10        5         1         
Vardas22731    Pavarde22731   4         2         3         3         7         6         
Vardas22732    Pavarde22732   9         10        9         5         9         1         
Vardas22733    Pavarde22733   2         1         8         4         7         3         
Vardas22734    Pavarde22734   9         7         4         4         7         6         
Vardas22735    Pavarde22735   1         5         4         10        9         5         
Vardas22736    Pavarde22736   7         1         5         6         8         2         
Vardas22737    Pavarde22737   10        7         4         7         9         8         
Vardas22738    Pavarde22738   10        6         1         7         8         5         
Vardas22739    Pavarde22739   6         4         2         6         1         2         
Vardas22740    Pavarde22740   3         6         3         9         7         8         
Vardas22741    Pavarde22741   1         8         6         6         3         9         
Vardas22742    Pavarde22742   6         8         9         1         7         8         
Vardas22743    Pavarde22743   10        1         8         4         6         8         
Vardas22744    Pavarde22744   2         3         4         9         1         8         
Vardas22745    Pavarde22745   7         5         2         4         1         7         
Vardas22746    Pavarde22746   9         3         7         1         2         3         
Vardas22747    Pavarde22747   6         6         4         9         5         6         
Vardas22748    Pavarde22748   5         5         4         10        7         10        
Vardas22749    Pavarde22749   3         10        1         3         9         5         
Vardas22750    Pavarde22750   1         7         8         9         10        9         
Vardas22751    Pavarde22751   9         2         3         8         6         6         
Vardas22752    Pavarde22752   4         9         2         8         5         1         
Vardas22753    Pavarde22753   9         1         3         4         7         4         
Vardas22754    Pavarde22754   4         1         9         1         4         4         
Vardas22755    Pavarde22755   5         6         5         9         9         6         
Vardas22756    Pavarde22756   8         10        9         4         1         4         
Vardas22757    Pavarde22757   5         6         2         6         10        8         
Vardas22758    Pavarde22758   2         10        3         4         9         6         
Vardas22759    Pavarde22759   5         3         3         7         5         10        
Vardas22760    Pavarde22760   4         5         6         7         4         1         
Vardas22761    Pavarde22761   5         2         3         2         5         7         
Vardas22762    Pavarde22762   10        5         8         7         8         6         
Vardas22763    Pavarde22763   10        9         8         9         3         8         
Vardas22764    Pavarde22764   1         2         1         9         2         3         
Vardas22765    Pavarde22765   8         9         3         5         4         9         
Vardas22766    Pavarde22766   1         6         1         2         2         6         
Vardas22767    Pavarde22767   10        8         2         5         3         3         
Vardas22768    Pavarde22768   9         8         7         1         4         2         
Vardas22769    Pavarde22769   4         7         5         1         6         8         
Vardas22770    Pavarde22770   5         8         2         7         7         5         
Vardas22771    Pavarde22771   6         9         10        2         8         3         
Vardas22772    Pavarde22772   7         9         5         4         3         3         
Vardas22773    Pavarde22773   6         7         7         10        6         4         
Vardas22774    Pavarde22774   7         1         1         10        2         3         
Vardas22775    Pavarde22775   9         10        9         8         3         7         
Vardas22776    Pavarde22776   6         2         9         3         2         8         
Vardas22777    Pavarde22777   6         3         6         9         9         9         
Vardas22778    Pavarde22778   10        1         1         5         8         9         
Vardas22779    Pavarde22779   7         1         1         4         6         1         
Vardas22780    Pavarde22780   7         10        8         10        2         2         
Vardas22781    Pavarde22781   5         3         9         7         7         8         
Vardas22782    Pavarde22782   4         2         10        7         7         4         
Vardas22783    Pavarde22783   4         6         4         10        2         3         
Vardas22784    Pavarde22784   2         1         3         1         1         1         
Vardas22785    Pavarde22785   3         8         1         6         6         10        
Vardas22786    Pavarde22786   2         2         6         2         7         10        
Vardas22787    Pavarde22787   3         7         1         5         5         8         
Vardas22788    Pavarde22788   10        8         6         3         8         2         
Vardas22789    Pavarde22789   2         3         9         7         5         2         
Vardas22790    Pavarde22790   2         6         10        1         4         2         
Vardas22791    Pavarde22791   7         8         2         6         8         5         
Vardas22792    Pavarde22792   9         6         6         1         4         8         
Vardas22793    Pavarde22793   3         4         5         8         9         8         
Vardas22794    Pavarde22794   8         7         2         4         2         7         
Vardas22795    Pavarde22795   8         5         4         1         1         3         
Vardas22796    Pavarde22796   3         8         3         8         7         9         
Vardas22797    Pavarde22797   5         1         2         1         10        10        
Vardas22798    Pavarde22798   5         2         10        2         1         10        
Vardas22799    Pavarde22799   6         2         2         4         3         8         
Vardas22800    Pavarde22800   3         1         5         7         3         10        
Vardas22801    Pavarde22801   3         5         10        9         4         9         
Vardas22802    Pavarde22802   10        4         7         5         5         2         
Vardas22803    Pavarde22803   2         9         5         4         8         3         
Vardas22804    Pavarde22804   1         8         4         9         5         2         
Vardas22805    Pavarde22805   4         5         8         10        7         3         
Vardas22806    Pavarde22806   10        5         1         7         4         7         
Vardas22807    Pavarde22807   5         10        9         8         8         3         
Vardas22808    Pavarde22808   10        10        10        9         5         10        
Vardas22809    Pavarde22809   4         4         4         2         1         6         
Vardas22810    Pavarde22810   9         3         3         9         4         6         
Vardas22811    Pavarde22811   9         4         10        2         9         6         
Vardas22812    Pavarde22812   2         10        2         6         6         6         
Vardas22813    Pavarde22813   10        9         9         5         5         10        
Vardas22814    Pavarde22814   5         10        6         2         3         5         
Vardas22815    Pavarde22815   10        5         9         8         8         1         
Vardas22816    Pavarde22816   8         6         5         7         6         7         
Vardas22817    Pavarde22817   3         3         6         2         4         10        
Vardas22818    Pavarde22818   5         6         1         3         1         1         
Vardas22819    Pavarde22819   7         1         6         6         10        2         
Vardas22820    Pavarde22820   4         3         10        7         10        10        
Vardas22821    Pavarde22821   10        4         9         2         9         9         
Vardas22822    Pavarde22822   1         1         5         7         2         6         
Vardas22823    Pavarde22823   9         9         1         1         2         2         
Vardas22824    Pavarde22824   10        2         5         10        8         9         
Vardas22825    Pavarde22825   10        6         1         3         6         10        
Vardas22826    Pavarde22826   6         4         3         8         8         8         
Vardas22827    Pavarde22827   2         10        5         8         5         2         
Vardas22828    Pavarde22828   2         4         6         9         5         4         
Vardas22829    Pavarde22829   8         1         10        7         10        4         
Vardas22830    Pavarde22830   6         2         9         7         10        5         
Vardas22831    Pavarde22831   6         8         5         2         10        9         
Vardas22832    Pavarde22832   3         3         5         8         10        2         
Vardas22833    Pavarde22833   9         5         2         4         10        8         
Vardas22834    Pavarde22834   4         5         4         7         3         9         
Vardas22835    Pavarde22835   5         7         3         9         8         4         
Vardas22836    Pavarde22836   6         8         5         4         6         9         
Vardas22837    Pavarde22837   1         10        2         9         4         8         
Vardas22838    Pavarde22838   5         7         2         10        5         5         
Vardas22839    Pavarde22839   10        5         7         4         3         1         
Vardas22840    Pavarde22840   5         3         10        6         8         10        
Vardas22841    Pavarde22841   7         3         7         3         4         5         
Vardas22842    Pavarde22842   5         6         4         6         4         10        
Vardas22843    Pavarde22843   9         1         6         3         9         3         
Vardas22844    Pavarde22844   6         10        1         4         1         10        
Vardas22845    Pavarde22845   1         5         4         5         5         1         
Vardas22846    Pavarde22846   7         2         2         5         6         5         
Vardas22847    Pavarde22847   1         10        10        2         7         5         
Vardas22848    Pavarde22848   3         1         5         3         8         10        
Vardas22849    Pavarde22849   10        5         2         5         10        2         
Vardas22850    Pavarde22850   8         5         4         3         1         4         
Vardas22851    Pavarde22851   1         9         2         2         6         9         
Vardas22852    Pavarde22852   3         8         10        9         6         4         
Vardas22853    Pavarde22853   1         3         10        6         6         6         
Vardas22854    Pavarde22854   6         1         7         8         3         6         
Vardas22855    Pavarde22855   9         3         7         3         2         3         
Vardas22856    Pavarde22856   4         4         5         4         9         7         
Vardas22857    Pavarde22857   7         5         2         10        8         8         
Vardas22858    Pavarde22858   1         4         1         7         4         9         
Vardas22859    Pavarde22859   1         9         3         10        8         8         
Vardas22860    Pavarde22860   1         9         2         2         2         10        
Vardas22861    Pavarde22861   2         5         6         9         2         4         
Vardas22862    Pavarde22862   9         10        6         7         10        9         
Vardas22863    Pavarde22863   6         6         8         10        7         3         
Vardas22864    Pavarde22864   9         2         2         7         10        8         
Vardas22865    Pavarde22865   5         10        2         5         5         3         
Vardas22866    Pavarde22866   1         2         10        5         2         7         
Vardas22867    Pavarde22867   4         1         2         1         5         9         
Vardas22868    Pavarde22868   4         9         1         8         10        1         
Vardas22869    Pavarde22869   1         8         3         4         4         2         
Vardas22870    Pavarde22870   4         7         4         8         3         2         
Vardas22871    Pavarde22871   10        7         9         8         5         5         
Vardas22872    Pavarde22872   3         2         7         6         1         7         
Vardas22873    Pavarde22873   6         5         7         3         8         8         
Vardas22874    Pavarde22874   2         2         10        9         10        9         
Vardas22875    Pavarde22875   4         8         3         5         4         8         
Vardas22876    Pavarde22876   7         3         7         4         2         10        
Vardas22877    Pavarde22877   8         6         1         4         3         3         
Vardas22878    Pavarde22878   8         8         6         2         2         6         
Vardas22879    Pavarde22879   3         1         9         2         1         3         
Vardas22880    Pavarde22880   3         6         10        9         3         10        
Vardas22881    Pavarde22881   1         3         9         10        7         10        
Vardas22882    Pavarde22882   10        6         9         3         8         6         
Vardas22883    Pavarde22883   5         1         6         10        8         10        
Vardas22884    Pavarde22884   9         2         1         9         8         9         
Vardas22885    Pavarde22885   6         5         1         5         4         3         
Vardas22886    Pavarde22886   5         2         3         8         8         3         
Vardas22887    Pavarde22887   1         8         6         6         8         7         
Vardas22888    Pavarde22888   4         5         3         9         3         5         
Vardas22889    Pavarde22889   4         6         9         8         1         9         
Vardas22890    Pavarde22890   2         4         3         7         8         5         
Vardas22891    Pavarde22891   6         9         3         8         5         9         
Vardas22892    Pavarde22892   10        9         1         8         5         10        
Vardas22893    Pavarde22893   8         6         6         9         3         1         
Vardas22894    Pavarde22894   4         9         10        2         2         9         
Vardas22895    Pavarde22895   9         8         5         6         2         2         
Vardas22896    Pavarde22896   4         2         1         5         10        5         
Vardas22897    Pavarde22897   3         1         8         7         6         1         
Vardas22898    Pavarde22898   3         7         2         5         5         4         
Vardas22899    Pavarde22899   9         10        6         6         7         5         
Vardas22900    Pavarde22900   6         5         3         1         9         7         
Vardas22901    Pavarde22901   5         8         6         5         1         2         
Vardas22902    Pavarde22902   6         2         9         10        6         6         
Vardas22903    Pavarde22903   9         9         7         2         9         3         
Vardas22904    Pavarde22904   6         7         4         2         6         2         
Vardas22905    Pavarde22905   6         3         8         9         9         10        
Vardas22906    Pavarde22906   6         10        10        6         9         9         
Vardas22907    Pavarde22907   10        7         7         4         10        6         
Vardas22908    Pavarde22908   1         9         3         6         5         10        
Vardas22909    Pavarde22909   1         1         2         4         4         1         
Vardas22910    Pavarde22910   4         7         1         4         10        5         
Vardas22911    Pavarde22911   10        7         7         4         3         4         
Vardas22912    Pavarde22912   7         9         5         7         10        1         
Vardas22913    Pavarde22913   7         7         3         1         3         3         
Vardas22914    Pavarde22914   3         7         7         7         5         9         
Vardas22915    Pavarde22915   3         1         9         1         7         10        
Vardas22916    Pavarde22916   5         6         6         8         4         3         
Vardas22917    Pavarde22917   4         8         5         5         1         3         
Vardas22918    Pavarde22918   5         3         9         7         9         8         
Vardas22919    Pavarde22919   5         10        8         3         7         6         
Vardas22920    Pavarde22920   10        9         7         9         10        6         
Vardas22921    Pavarde22921   3         8         7         1         7         6         
Vardas22922    Pavarde22922   1         7         5         10        9         3         
Vardas22923    Pavarde22923   2         7         9         2         2         4         
Vardas22924    Pavarde22924   2         3         10        2         7         7         
Vardas22925    Pavarde22925   10        10        10        8         4         4         
Vardas22926    Pavarde22926   6         10        10        8         2         4         
Vardas22927    Pavarde22927   3         8         10        2         1         8         
Vardas22928    Pavarde22928   3         4         9         4         6         3         
Vardas22929    Pavarde22929   7         4         8         6         6         8         
Vardas22930    Pavarde22930   6         3         6         1         2         2         
Vardas22931    Pavarde22931   4         3         6         8         4         10        
Vardas22932    Pavarde22932   5         10        6         4         9         9         
Vardas22933    Pavarde22933   9         5         4         2         5         6         
Vardas22934    Pavarde22934   4         2         5         10        2         9         
Vardas22935    Pavarde22935   8         3         2         4         1         9         
Vardas22936    Pavarde22936   10        8         10        2         4         9         
Vardas22937    Pavarde22937   1         5         6         2         5         8         
Vardas22938    Pavarde22938   5         10        3         2         7         5         
Vardas22939    Pavarde22939   2         6         4         5         1         10        
Vardas22940    Pavarde22940   8         3         9         10        2         1         
Vardas22941    Pavarde22941   7         6         10        4         6         7         
Vardas22942    Pavarde22942   6         6         4         2         10        8         
Vardas22943    Pavarde22943   7         7         9         5         8         6         
Vardas22944    Pavarde22944   3         1         4         9         3         4         
Vardas22945    Pavarde22945   5         1         9         5         7         3         
Vardas22946    Pavarde22946   6         8         5         3         2         2         
Vardas22947    Pavarde22947   7         6         4         2         8         10        
Vardas22948    Pavarde22948   5         2         6         6         4         10        
Vardas22949    Pavarde22949   7         3         2         1         2         6         
Vardas22950    Pavarde22950   9         8         10        7         5         10        
Vardas22951    Pavarde22951   2         10        3         1         7         7         
Vardas22952    Pavarde22952   9         2         10        1         2         4         
Vardas22953    Pavarde22953   1         6         4         7         3         9         
Vardas22954    Pavarde22954   1         2         9         6         9         4         
Vardas22955    Pavarde22955   1         9         5         10        9         10        
Vardas22956    Pavarde22956   4         4         9         8         1         6         
Vardas22957    Pavarde22957   8         1         10        9         5         5         
Vardas22958    Pavarde22958   10        6         3         3         4         4         
Vardas22959    Pavarde22959   7         8         2         9         9         3         
Vardas22960    Pavarde22960   6         1         6         9         6         1         
Vardas22961    Pavarde22961   7         9         5         8         4         7         
Vardas22962    Pavarde22962   3         10        10        10        10        2         
Vardas22963    Pavarde22963   2         6         5         4         5         6         
