Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas536      Pavarde536     1         4         7         4         9         3         
Vardas537      Pavarde537     1         9         6         8         6         2         
Vardas538      Pavarde538     7         5         3         10        1         6         
Vardas539      Pavarde539     5         10        10        10        1         1         
Vardas540      Pavarde540     3         6         3         1         4         6         
Vardas541      Pavarde541     5         4         9         2         9         6         
Vardas542      Pavarde542     10        7         10        2         6         9         
Vardas543      Pavarde543     5         3         7         3         3         4         
Vardas544      Pavarde544     2         6         2         7         8         2         
Vardas545      Pavarde545     6         5         10        10        1         6         
Vardas546      Pavarde546     3         2         4         10        2         10        
Vardas547      Pavarde547     3         8         4         8         10        2         
Vardas548      Pavarde548     4         7         4         9         1         6         
Vardas549      Pavarde549     5         6         2         1         3         7         
Vardas550      Pavarde550     6         1         5         8         4         7         
Vardas551      Pavarde551     8         10        5         8         2         4         
Vardas552      Pavarde552     9         10        1         5         4         6         
Vardas553      Pavarde553     2         6         4         7         6         6         
Vardas554      Pavarde554     5         10        2         3         10        4         
Vardas555      Pavarde555     4         6         6         4         7         5         
Vardas556      Pavarde556     6         1         9         8         7         9         
Vardas557      Pavarde557     3         8         10        6         4         6         
Vardas558      Pavarde558     5         4         1         4         6         8         
Vardas559      Pavarde559     9         9         6         8         8         4         
Vardas560      Pavarde560     2         5         10        5         8         1         
Vardas561      Pavarde561     8         9         10        9         1         1         
Vardas562      Pavarde562     9         2         8         6         5         5         
Vardas563      Pavarde563     3         9         5         9         3         2         
Vardas564      Pavarde564     1         5         1         9         7         9         
Vardas565      Pavarde565     7         9         2         4         9         9         
Vardas566      Pavarde566     2         9         5         8         10        10        
Vardas567      Pavarde567     5         10        2         2         5         4         
Vardas568      Pavarde568     3         3         3         10        1         3         
Vardas569      Pavarde569     8         5         10        2         5         2         
Vardas570      Pavarde570     10        1         6         8         6         6         
Vardas571      Pavarde571     8         3         7         7         1         4         
Vardas572      Pavarde572     4         2         10        9         8         3         
Vardas573      Pavarde573     1         6         4         1         1         5         
Vardas574      Pavarde574     6         3         10        5         4         1         
Vardas575      Pavarde575     8         5         10        6         10        6         
Vardas576      Pavarde576     4         5         2         10        9         2         
Vardas577      Pavarde577     1         9         3         10        6         10        
Vardas578      Pavarde578     10        2         6         4         3         4         
Vardas579      Pavarde579     5         8         6         5         4         1         
Vardas580      Pavarde580     3         3         8         8         3         10        
Vardas581      Pavarde581     8         5         3         7         1         10        
Vardas582      Pavarde582     4         1         4         8         1         6         
Vardas583      Pavarde583     1         6         10        4         4         5         
Vardas584      Pavarde584     3         2         1         8         1         2         
Vardas585      Pavarde585     5         4         4         10        4         3         
Vardas586      Pavarde586     6         1         10        10        9         7         
Vardas587      Pavarde587     8         4         6         6         6         3         
Vardas588      Pavarde588     7         7         10        4         1         4         
Vardas589      Pavarde589     8         1         6         4         1         3         
Vardas590      Pavarde590     3         2         6         3         9         8         
Vardas591      Pavarde591     4         10        2         6         6         2         
Vardas592      Pavarde592     10        5         4         10        4         9         
Vardas593      Pavarde593     10        3         10        3         8         4         
Vardas594      Pavarde594     3         7         5         10        5         2         
Vardas595      Pavarde595     8         4         3         5         1         8         
Vardas596      Pavarde596     9         1         10        6         3         9         
Vardas597      Pavarde597     9         6         9         9         2         9         
Vardas598      Pavarde598     7         1         4         3         2         7         
Vardas599      Pavarde599     2         2         6         3         2         2         
Vardas600      Pavarde600     6         7         5         10        2         6         
Vardas601      Pavarde601     7         1         6         6         9         1         
Vardas602      Pavarde602     4         8         6         9         4         8         
Vardas603      Pavarde603     3         6         5         6         10        7         
Vardas604      Pavarde604     6         7         10        3         1         10        
Vardas605      Pavarde605     9         2         4         3         1         3         
Vardas606      Pavarde606     8         6         1         8         3         4         
Vardas607      Pavarde607     9         9         10        8         6         9         
Vardas608      Pavarde608     4         5         8         3         2         5         
Vardas609      Pavarde609     2         8         5         5         1         4         
Vardas610      Pavarde610     9         6         2         5         1         5         
Vardas611      Pavarde611     8         5         3         1         2         6         
Vardas612      Pavarde612     9         10        6         2         5         2         
Vardas613      Pavarde613     4         2         8         4         6         10        
Vardas614      Pavarde614     6         9         4         5         4         6         
Vardas615      Pavarde615     5         7         5         4         7         2         
Vardas616      Pavarde616     3         2         3         10        7         2         
Vardas617      Pavarde617     10        3         9         1         4         10        
Vardas618      Pavarde618     3         1         8         8         9         1         
Vardas619      Pavarde619     9         2         5         1         1         10        
Vardas620      Pavarde620     7         6         8         2         10        10        
Vardas621      Pavarde621     5         2         7         5         9         4         
Vardas622      Pavarde622     8         6         8         6         8         7         
Vardas623      Pavarde623     3         4         4         8         2         3         
Vardas624      Pavarde624     8         9         5         9         5         9         
Vardas625      Pavarde625     9         10        7         1         4         10        
Vardas626      Pavarde626     6         7         9         1         9         7         
Vardas627      Pavarde627     2         8         4         7         8         5         
Vardas628      Pavarde628     7         3         1         6         8         6         
Vardas629      Pavarde629     1         1         7         6         9         4         
Vardas630      Pavarde630     7         5         5         8         2         9         
Vardas631      Pavarde631     1         4         4         8         1         9         
Vardas632      Pavarde632     9         6         8         3         6         3         
Vardas633      Pavarde633     1         6         8         8         5         4         
Vardas634      Pavarde634     3         3         4         8         7         1         
Vardas635      Pavarde635     1         6         7         2         10        9         
Vardas636      Pavarde636     3         1         4         3         8         1         
Vardas637      Pavarde637     7         8         10        4         2         1         
Vardas638      Pavarde638     2         7         3         7         6         3         
Vardas639      Pavarde639     10        8         3         8         3         4         
Vardas640      Pavarde640     2         6         9         4         10        3         
Vardas641      Pavarde641     10        7         9         5         3         8         
Vardas642      Pavarde642     1         5         1         1         6         6         
Vardas643      Pavarde643     3         7         6         8         5         10        
Vardas644      Pavarde644     6         6         6         1         9         4         
Vardas645      Pavarde645     4         5         2         9         7         10        
Vardas646      Pavarde646     5         1         9         1         10        10        
Vardas647      Pavarde647     2         8         6         1         3         3         
Vardas648      Pavarde648     9         8         10        1         8         4         
Vardas649      Pavarde649     4         6         6         2         10        5         
Vardas650      Pavarde650     4         4         5         1         9         7         
Vardas651      Pavarde651     8         5         2         5         3         1         
Vardas652      Pavarde652     1         10        4         8         8         7         
Vardas653      Pavarde653     3         10        1         10        8         9         
Vardas654      Pavarde654     10        2         4         9         10        2         
Vardas655      Pavarde655     3         10        5         2         5         6         
Vardas656      Pavarde656     10        8         8         1         5         4         
Vardas657      Pavarde657     6         1         4         8         1         9         
Vardas658      Pavarde658     9         5         2         10        9         9         
Vardas659      Pavarde659     10        5         10        7         5         9         
Vardas660      Pavarde660     1         9         8         9         4         10        
Vardas661      Pavarde661     9         6         4         6         5         7         
Vardas662      Pavarde662     6         7         7         1         4         2         
Vardas663      Pavarde663     5         10        1         9         6         8         
Vardas664      Pavarde664     8         1         8         9         6         5         
Vardas665      Pavarde665     8         1         1         8         9         5         
Vardas666      Pavarde666     7         6         4         1         2         6         
Vardas667      Pavarde667     4         1         7         6         7         8         
Vardas668      Pavarde668     5         10        8         1         10        9         
Vardas669      Pavarde669     8         8         3         9         9         10        
Vardas670      Pavarde670     1         2         5         6         6         2         
Vardas671      Pavarde671     6         10        10        5         1         6         
Vardas672      Pavarde672     4         3         4         9         10        9         
Vardas673      Pavarde673     6         10        1         3         1         6         
Vardas674      Pavarde674     4         2         9         9         4         2         
Vardas675      Pavarde675     2         6         8         4         3         2         
Vardas676      Pavarde676     6         3         10        1         7         9         
Vardas677      Pavarde677     6         8         4         7         10        6         
Vardas678      Pavarde678     2         1         7         6         1         9         
Vardas679      Pavarde679     4         10        10        3         3         9         
Vardas680      Pavarde680     2         8         1         7         5         2         
Vardas681      Pavarde681     3         10        1         4         3         8         
Vardas682      Pavarde682     7         6         5         5         7         8         
Vardas683      Pavarde683     6         10        4         6         10        5         
Vardas684      Pavarde684     1         1         8         6         8         3         
Vardas685      Pavarde685     7         7         9         5         5         2         
Vardas686      Pavarde686     5         4         1         9         5         10        
Vardas687      Pavarde687     2         2         10        8         7         1         
Vardas688      Pavarde688     6         6         7         9         4         5         
Vardas689      Pavarde689     4         10        6         3         4         10        
Vardas690      Pavarde690     1         6         2         4         10        8         
Vardas691      Pavarde691     7         9         5         6         7         1         
Vardas692      Pavarde692     2         10        3         5         6         6         
Vardas693      Pavarde693     8         6         10        6         8         2         
Vardas694      Pavarde694     3         9         5         4         1         4         
Vardas695      Pavarde695     3         6         7         7         8         1         
Vardas696      Pavarde696     3         7         5         9         6         6         
Vardas697      Pavarde697     4         6         4         10        1         10        
Vardas698      Pavarde698     7         7         5         10        4         2         
Vardas699      Pavarde699     10        9         10        10        8         3         
Vardas700      Pavarde700     10        7         10        8         4         8         
Vardas701      Pavarde701     3         6         1         6         3         5         
Vardas702      Pavarde702     5         4         3         7         4         4         
Vardas703      Pavarde703     4         4         6         9         6         4         
Vardas704      Pavarde704     3         10        9         5         3         1         
Vardas705      Pavarde705     7         9         5         10        10        6         
Vardas706      Pavarde706     8         9         1         7         10        9         
Vardas707      Pavarde707     6         1         2         2         6         5         
Vardas708      Pavarde708     2         7         9         3         10        7         
Vardas709      Pavarde709     5         5         2         2         1         2         
Vardas710      Pavarde710     6         8         5         6         8         2         
Vardas711      Pavarde711     1         8         10        1         5         3         
Vardas712      Pavarde712     4         10        5         4         1         10        
Vardas713      Pavarde713     7         7         8         8         5         7         
Vardas714      Pavarde714     9         1         8         2         8         2         
Vardas715      Pavarde715     6         5         10        2         7         4         
Vardas716      Pavarde716     1         5         3         2         3         4         
Vardas717      Pavarde717     6         1         9         2         1         2         
Vardas718      Pavarde718     9         8         1         2         6         7         
Vardas719      Pavarde719     8         3         6         10        9         9         
Vardas720      Pavarde720     3         3         9         7         9         2         
Vardas721      Pavarde721     5         1         1         3         6         5         
Vardas722      Pavarde722     4         6         5         6         10        8         
Vardas723      Pavarde723     8         1         4         8         10        10        
Vardas724      Pavarde724     5         10        9         9         8         9         
Vardas725      Pavarde725     5         1         2         4         8         9         
Vardas726      Pavarde726     3         9         1         4         3         9         
Vardas727      Pavarde727     10        10        7         9         9         4         
Vardas728      Pavarde728     3         3         4         1         2         7         
Vardas729      Pavarde729     4         3         8         10        9         6         
Vardas730      Pavarde730     2         1         5         6         4         1         
Vardas731      Pavarde731     7         2         8         3         8         8         
Vardas732      Pavarde732     1         7         7         4         10        7         
Vardas733      Pavarde733     5         2         5         8         3         3         
Vardas734      Pavarde734     5         1         3         1         6         9         
Vardas735      Pavarde735     8         6         9         6         5         4         
Vardas736      Pavarde736     3         9         1         1         2         4         
Vardas737      Pavarde737     8         9         3         3         6         10        
Vardas738      Pavarde738     9         9         4         5         7         3         
Vardas739      Pavarde739     10        5         9         2         10        3         
Vardas740      Pavarde740     10        4         3         8         7         2         
Vardas741      Pavarde741     5         9         6         1         6         8         
Vardas742      Pavarde742     3         6         4         3         9         2         
Vardas743      Pavarde743     5         9         3         7         5         5         
Vardas744      Pavarde744     4         1         9         2         7         8         
Vardas745      Pavarde745     7         5         3         10        6         7         
Vardas746      Pavarde746     6         7         5         5         9         5         
Vardas747      Pavarde747     4         9         5         6         10        4         
Vardas748      Pavarde748     5         3         4         3         4         8         
Vardas749      Pavarde749     4         4         9         7         8         3         
Vardas750      Pavarde750     1         8         6         8         1         6         
Vardas751      Pavarde751     6         1         5         9         4         8         
Vardas752      Pavarde752     9         7         4         5         10        4         
Vardas753      Pavarde753     7         6         8         8         5         2         
Vardas754      Pavarde754     3         2         3         7         6         7         
Vardas755      Pavarde755     5         4         4         7         2         7         
Vardas756      Pavarde756     2         3         2         1         2         9         
Vardas757      Pavarde757     8         4         9         9         4         4         
Vardas758      Pavarde758     6         5         2         9         7         6         
Vardas759      Pavarde759     4         8         1         1         2         10        
Vardas760      Pavarde760     6         8         2         6         4         2         
Vardas761      Pavarde761     1         8         8         9         4         6         
Vardas762      Pavarde762     2         5         3         3         10        6         
Vardas763      Pavarde763     3         7         8         2         10        9         
Vardas764      Pavarde764     3         4         4         3         2         3         
Vardas765      Pavarde765     9         8         10        2         2         7         
Vardas766      Pavarde766     7         2         6         9         1         3         
Vardas767      Pavarde767     9         4         5         1         3         8         
Vardas768      Pavarde768     7         4         4         1         4         8         
Vardas769      Pavarde769     5         4         6         3         4         9         
Vardas770      Pavarde770     7         3         7         8         8         4         
Vardas771      Pavarde771     4         1         2         7         8         7         
Vardas772      Pavarde772     1         1         8         1         6         10        
Vardas773      Pavarde773     6         1         1         1         2         8         
Vardas774      Pavarde774     2         1         4         2         3         10        
Vardas775      Pavarde775     10        4         2         8         2         6         
Vardas776      Pavarde776     7         10        5         8         3         2         
Vardas777      Pavarde777     2         6         8         5         6         8         
Vardas778      Pavarde778     9         5         9         5         5         1         
Vardas779      Pavarde779     4         9         2         2         8         6         
Vardas780      Pavarde780     3         9         6         7         2         6         
Vardas781      Pavarde781     4         8         4         5         9         9         
Vardas782      Pavarde782     4         9         1         4         3         9         
Vardas783      Pavarde783     10        10        7         1         6         7         
Vardas784      Pavarde784     7         1         3         8         3         7         
Vardas785      Pavarde785     4         10        4         6         2         1         
Vardas786      Pavarde786     2         1         7         6         2         9         
Vardas787      Pavarde787     6         5         8         4         9         10        
Vardas788      Pavarde788     2         8         3         7         2         2         
Vardas789      Pavarde789     2         9         5         6         6         7         
Vardas790      Pavarde790     8         10        6         3         7         10        
Vardas791      Pavarde791     3         10        3         9         6         8         
Vardas792      Pavarde792     8         2         4         5         6         9         
Vardas793      Pavarde793     3         2         5         1         9         3         
Vardas794      Pavarde794     10        1         10        8         9         9         
Vardas795      Pavarde795     5         8         5         2         9         8         
Vardas796      Pavarde796     3         1         7         4         5         7         
Vardas797      Pavarde797     4         2         9         9         9         8         
Vardas798      Pavarde798     1         3         7         9         8         9         
Vardas799      Pavarde799     7         3         6         6         5         9         
Vardas800      Pavarde800     6         6         5         7         7         8         
Vardas801      Pavarde801     5         3         8         1         1         6         
Vardas802      Pavarde802     9         7         5         7         1         9         
Vardas803      Pavarde803     1         4         4         8         1         5         
Vardas804      Pavarde804     6         5         8         4         3         3         
Vardas805      Pavarde805     8         2         1         1         9         4         
Vardas806      Pavarde806     7         6         2         4         6         7         
Vardas807      Pavarde807     4         4         7         5         8         9         
Vardas808      Pavarde808     7         5         3         5         10        9         
Vardas809      Pavarde809     9         10        6         10        4         6         
Vardas810      Pavarde810     1         2         4         3         7         5         
Vardas811      Pavarde811     3         9         6         4         2         8         
Vardas812      Pavarde812     3         1         10        6         3         10        
Vardas813      Pavarde813     1         8         5         10        2         5         
Vardas814      Pavarde814     10        7         7         7         4         4         
Vardas815      Pavarde815     2         4         10        10        9         10        
Vardas816      Pavarde816     1         6         6         4         6         3         
Vardas817      Pavarde817     3         8         10        1         8         3         
Vardas818      Pavarde818     3         1         7         5         7         1         
Vardas819      Pavarde819     9         7         10        1         9         9         
Vardas820      Pavarde820     4         1         1         10        1         4         
Vardas821      Pavarde821     7         6         2         2         3         3         
Vardas822      Pavarde822     5         3         9         7         6         10        
Vardas823      Pavarde823     9         2         8         2         2         2         
Vardas824      Pavarde824     7         9         3         6         7         9         
Vardas825      Pavarde825     8         6         1         1         1         8         
Vardas826      Pavarde826     5         1         1         1         8         5         
Vardas827      Pavarde827     10        5         6         10        9         4         
Vardas828      Pavarde828     6         2         2         8         7         7         
Vardas829      Pavarde829     9         7         8         2         10        7         
Vardas830      Pavarde830     4         3         4         8         5         6         
Vardas831      Pavarde831     3         3         4         10        3         6         
Vardas832      Pavarde832     9         8         8         9         6         8         
Vardas833      Pavarde833     5         10        9         2         2         6         
Vardas834      Pavarde834     7         4         5         3         9         8         
Vardas835      Pavarde835     10        8         8         1         1         2         
Vardas836      Pavarde836     6         7         7         7         4         5         
Vardas837      Pavarde837     3         3         3         5         5         7         
Vardas838      Pavarde838     1         10        10        3         6         2         
Vardas839      Pavarde839     7         3         6         3         6         5         
Vardas840      Pavarde840     2         1         10        5         5         8         
Vardas841      Pavarde841     2         3         6         7         6         1         
Vardas842      Pavarde842     10        6         9         8         5         2         
Vardas843      Pavarde843     10        1         3         10        5         10        
Vardas844      Pavarde844     4         3         3         2         7         8         
Vardas845      Pavarde845     2         3         9         10        1         1         
Vardas846      Pavarde846     5         6         4         2         9         5         
Vardas847      Pavarde847     6         6         1         9         6         10        
Vardas848      Pavarde848     3         8         5         8         9         3         
Vardas849      Pavarde849     9         2         2         2         1         1         
Vardas850      Pavarde850     5         3         7         10        7         1         
Vardas851      Pavarde851     3         2         10        8         5         10        
Vardas852      Pavarde852     3         8         1         4         10        1         
Vardas853      Pavarde853     1         1         10        10        5         1         
Vardas854      Pavarde854     7         7         10        4         7         5         
Vardas855      Pavarde855     6         4         5         6         1         4         
Vardas856      Pavarde856     2         8         10        6         1         4         
Vardas857      Pavarde857     9         3         10        1         8         1         
Vardas858      Pavarde858     9         4         7         6         10        8         
Vardas859      Pavarde859     9         3         9         3         7         2         
Vardas860      Pavarde860     2         8         4         5         7         10        
Vardas861      Pavarde861     7         4         2         4         4         5         
Vardas862      Pavarde862     2         10        7         3         10        1         
Vardas863      Pavarde863     1         10        9         6         6         7         
Vardas864      Pavarde864     7         6         7         10        10        8         
Vardas865      Pavarde865     1         9         9         3         4         4         
Vardas866      Pavarde866     2         7         3         9         2         6         
Vardas867      Pavarde867     9         2         7         2         3         1         
Vardas868      Pavarde868     7         1         4         5         6         2         
Vardas869      Pavarde869     9         6         6         9         6         2         
Vardas870      Pavarde870     4         3         4         1         9         10        
Vardas871      Pavarde871     3         3         8         2         6         2         
Vardas872      Pavarde872     7         10        1         5         6         4         
Vardas873      Pavarde873     2         7         9         2         1         10        
Vardas874      Pavarde874     3         9         7         3         5         10        
Vardas875      Pavarde875     1         6         5         1         4         8         
Vardas876      Pavarde876     8         5         10        2         5         8         
Vardas877      Pavarde877     2         8         8         2         5         9         
Vardas878      Pavarde878     8         2         2         6         5         7         
Vardas879      Pavarde879     4         8         6         10        9         4         
Vardas880      Pavarde880     8         6         1         9         7         6         
Vardas881      Pavarde881     2         3         5         1         10        2         
Vardas882      Pavarde882     5         4         8         5         3         10        
Vardas883      Pavarde883     4         9         7         9         5         3         
Vardas884      Pavarde884     7         9         8         9         10        5         
Vardas885      Pavarde885     4         2         9         3         3         2         
Vardas886      Pavarde886     9         1         10        10        2         7         
Vardas887      Pavarde887     1         4         3         5         4         5         
Vardas888      Pavarde888     3         9         6         3         8         2         
Vardas889      Pavarde889     5         2         5         9         6         3         
Vardas890      Pavarde890     7         8         1         5         2         3         
Vardas891      Pavarde891     6         3         4         6         6         2         
Vardas892      Pavarde892     3         4         9         3         6         8         
Vardas893      Pavarde893     1         9         1         3         8         6         
Vardas894      Pavarde894     2         5         6         7         9         7         
Vardas895      Pavarde895     10        8         10        6         6         10        
Vardas896      Pavarde896     2         5         10        5         10        5         
Vardas897      Pavarde897     9         10        6         7         4         1         
Vardas898      Pavarde898     2         3         7         4         4         4         
Vardas899      Pavarde899     3         6         10        6         2         2         
Vardas900      Pavarde900     4         3         9         5         4         3         
Vardas901      Pavarde901     9         6         9         5         10        10        
Vardas902      Pavarde902     7         9         10        2         2         2         
Vardas903      Pavarde903     4         2         1         2         5         6         
Vardas904      Pavarde904     10        6         3         8         7         7         
Vardas905      Pavarde905     10        2         5         4         1         3         
Vardas906      Pavarde906     7         8         5         9         8         6         
Vardas907      Pavarde907     3         2         2         6         5         7         
Vardas908      Pavarde908     8         3         8         1         8         1         
Vardas909      Pavarde909     10        6         6         2         2         4         
Vardas910      Pavarde910     5         1         9         5         7         6         
Vardas911      Pavarde911     7         5         3         9         5         5         
Vardas912      Pavarde912     2         1         4         6         8         1         
Vardas913      Pavarde913     4         6         7         5         4         7         
Vardas914      Pavarde914     10        6         5         5         2         3         
Vardas915      Pavarde915     3         3         5         6         5         8         
Vardas916      Pavarde916     2         6         6         1         6         4         
Vardas917      Pavarde917     4         1         3         10        10        6         
Vardas918      Pavarde918     3         7         2         2         4         2         
Vardas919      Pavarde919     4         6         4         9         4         9         
Vardas920      Pavarde920     6         5         8         8         9         4         
Vardas921      Pavarde921     6         3         6         3         3         3         
Vardas922      Pavarde922     9         3         3         9         10        8         
Vardas923      Pavarde923     7         4         4         6         8         3         
Vardas924      Pavarde924     2         7         1         9         4         3         
Vardas925      Pavarde925     5         4         9         5         10        1         
Vardas926      Pavarde926     10        10        2         3         4         6         
Vardas927      Pavarde927     9         10        2         9         5         4         
Vardas928      Pavarde928     2         6         8         2         8         10        
Vardas929      Pavarde929     1         1         8         10        4         3         
Vardas930      Pavarde930     2         2         8         5         1         2         
Vardas931      Pavarde931     9         2         5         10        9         6         
Vardas932      Pavarde932     3         9         8         9         1         4         
Vardas933      Pavarde933     2         6         2         5         6         7         
Vardas934      Pavarde934     4         5         7         6         2         7         
Vardas935      Pavarde935     6         2         2         1         2         1         
Vardas936      Pavarde936     6         7         3         2         4         6         
Vardas937      Pavarde937     10        5         6         7         2         4         
Vardas938      Pavarde938     1         10        4         6         2         4         
Vardas939      Pavarde939     7         2         7         5         7         3         
Vardas940      Pavarde940     10        5         10        7         3         3         
Vardas941      Pavarde941     6         7         9         5         3         2         
Vardas942      Pavarde942     1         8         5         3         2         3         
Vardas943      Pavarde943     3         5         2         10        7         5         
Vardas944      Pavarde944     8         5         7         9         9         8         
Vardas945      Pavarde945     8         4         3         9         2         1         
Vardas946      Pavarde946     4         5         6         6         7         2         
Vardas947      Pavarde947     8         1         10        6         8         5         
Vardas948      Pavarde948     1         7         10        10        4         8         
Vardas949      Pavarde949     8         2         4         4         2         6         
Vardas950      Pavarde950     6         1         3         4         5         9         
Vardas951      Pavarde951     1         6         7         2         1         4         
Vardas952      Pavarde952     10        3         9         8         5         7         
Vardas953      Pavarde953     5         10        5         10        10        5         
Vardas954      Pavarde954     4         2         2         2         10        3         
Vardas955      Pavarde955     7         5         2         9         2         9         
Vardas956      Pavarde956     4         7         4         2         8         2         
Vardas957      Pavarde957     7         1         8         4         3         6         
Vardas958      Pavarde958     5         9         5         8         4         5         
Vardas959      Pavarde959     10        8         9         10        10        8         
Vardas960      Pavarde960     7         6         9         10        5         9         
Vardas961      Pavarde961     4         3         10        5         3         4         
Vardas962      Pavarde962     5         1         5         10        7         8         
Vardas963      Pavarde963     6         9         6         7         10        2         
Vardas964      Pavarde964     6         7         10        2         2         9         
Vardas965      Pavarde965     8         5         1         10        4         2         
Vardas966      Pavarde966     2         9         4         8         6         4         
Vardas967      Pavarde967     8         8         10        5         5         8         
Vardas968      Pavarde968     6         7         7         4         5         6         
Vardas969      Pavarde969     10        9         7         6         5         3         
Vardas970      Pavarde970     6         6         8         10        8         8         
Vardas971      Pavarde971     9         8         2         3         1         6         
Vardas972      Pavarde972     5         1         9         10        5         2         
Vardas973      Pavarde973     9         1         10        4         8         2         
Vardas974      Pavarde974     6         7         7         7         6         10        
Vardas975      Pavarde975     9         3         6         5         3         9         
Vardas976      Pavarde976     9         10        8         2         10        7         
Vardas977      Pavarde977     7         5         2         5         7         5         
Vardas978      Pavarde978     1         5         9         4         6         2         
Vardas979      Pavarde979     5         6         1         10        6         3         
Vardas980      Pavarde980     2         4         7         9         9         4         
Vardas981      Pavarde981     9         9         5         6         6         10        
Vardas982      Pavarde982     10        3         9         2         2         2         
Vardas983      Pavarde983     2         5         5         6         1         6         
Vardas984      Pavarde984     9         5         8         5         6         8         
Vardas985      Pavarde985     7         4         4         7         8         1         
Vardas986      Pavarde986     10        10        10        8         9         7         
Vardas987      Pavarde987     1         5         6         7         3         2         
Vardas988      Pavarde988     3         8         3         3         1         5         
Vardas989      Pavarde989     9         6         4         10        10        7         
Vardas990      Pavarde990     3         8         4         7         4         5         
Vardas991      Pavarde991     3         2         2         5         6         6         
Vardas992      Pavarde992     3         7         4         9         1         3         
Vardas993      Pavarde993     5         10        5         5         6         6         
Vardas994      Pavarde994     10        4         8         8         6         1         
Vardas995      Pavarde995     9         4         7         3         1         10        
Vardas996      Pavarde996     4         1         6         1         2         5         
Vardas997      Pavarde997     7         1         7         10        8         9         
Vardas998      Pavarde998     7         10        2         8         3         10        
Vardas999      Pavarde999     3         1         8         2         8         1         
Vardas1000     Pavarde1000    4         6         10        7         5         4         
