Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas664      Pavarde664     2         4         7         2         1         2         
Vardas665      Pavarde665     10        6         6         9         4         5         
Vardas666      Pavarde666     10        2         2         10        9         9         
Vardas667      Pavarde667     1         9         7         9         6         7         
Vardas668      Pavarde668     2         8         6         5         2         10        
Vardas669      Pavarde669     10        4         9         3         8         10        
Vardas670      Pavarde670     10        5         8         1         5         1         
Vardas671      Pavarde671     6         6         2         10        1         5         
Vardas672      Pavarde672     10        4         1         2         10        9         
Vardas673      Pavarde673     1         8         10        9         9         10        
Vardas674      Pavarde674     5         1         1         4         4         3         
Vardas675      Pavarde675     5         5         2         4         2         7         
Vardas676      Pavarde676     8         5         5         8         8         5         
Vardas677      Pavarde677     4         1         5         4         6         4         
Vardas678      Pavarde678     10        7         10        5         2         9         
Vardas679      Pavarde679     2         5         9         5         1         8         
Vardas680      Pavarde680     9         2         5         3         8         7         
Vardas681      Pavarde681     8         3         6         8         9         8         
Vardas682      Pavarde682     1         9         7         9         9         1         
Vardas683      Pavarde683     5         2         1         8         7         10        
Vardas684      Pavarde684     7         1         10        6         6         3         
Vardas685      Pavarde685     1         7         3         2         6         8         
Vardas686      Pavarde686     5         9         7         3         2         6         
Vardas687      Pavarde687     4         1         2         6         5         2         
Vardas688      Pavarde688     1         9         10        6         6         2         
Vardas689      Pavarde689     9         2         4         9         10        1         
Vardas690      Pavarde690     2         4         6         4         3         4         
Vardas691      Pavarde691     2         9         1         2         4         4         
Vardas692      Pavarde692     9         5         8         6         1         7         
Vardas693      Pavarde693     7         9         5         9         2         7         
Vardas694      Pavarde694     10        10        1         4         10        3         
Vardas695      Pavarde695     3         9         7         3         1         7         
Vardas696      Pavarde696     3         9         2         5         5         6         
Vardas697      Pavarde697     7         2         6         3         5         5         
Vardas698      Pavarde698     4         6         8         6         4         3         
Vardas699      Pavarde699     1         6         5         9         8         4         
Vardas700      Pavarde700     3         10        8         8         6         5         
Vardas701      Pavarde701     2         10        7         2         6         4         
Vardas702      Pavarde702     7         7         5         7         6         1         
Vardas703      Pavarde703     9         6         5         5         4         8         
Vardas704      Pavarde704     3         6         1         9         3         10        
Vardas705      Pavarde705     8         8         6         10        9         7         
Vardas706      Pavarde706     2         6         9         4         9         8         
Vardas707      Pavarde707     3         4         9         2         9         8         
Vardas708      Pavarde708     2         10        9         9         8         1         
Vardas709      Pavarde709     9         8         8         6         5         5         
Vardas710      Pavarde710     5         6         6         3         10        1         
Vardas711      Pavarde711     10        6         8         1         5         1         
Vardas712      Pavarde712     6         7         1         9         1         9         
Vardas713      Pavarde713     4         8         6         7         4         3         
Vardas714      Pavarde714     9         10        9         6         5         7         
Vardas715      Pavarde715     10        4         5         2         6         7         
Vardas716      Pavarde716     6         10        8         5         8         9         
Vardas717      Pavarde717     2         4         2         3         1         4         
Vardas718      Pavarde718     5         2         4         2         1         1         
Vardas719      Pavarde719     10        6         8         4         10        7         
Vardas720      Pavarde720     1         1         8         6         8         7         
Vardas721      Pavarde721     5         7         9         1         9         1         
Vardas722      Pavarde722     4         9         5         7         9         1         
Vardas723      Pavarde723     7         2         2         2         8         8         
Vardas724      Pavarde724     3         4         8         5         9         10        
Vardas725      Pavarde725     8         3         7         3         8         3         
Vardas726      Pavarde726     10        2         3         1         3         3         
Vardas727      Pavarde727     8         8         4         4         2         10        
Vardas728      Pavarde728     8         7         4         8         3         9         
Vardas729      Pavarde729     3         1         8         8         10        3         
Vardas730      Pavarde730     2         4         2         5         8         6         
Vardas731      Pavarde731     3         4         4         4         10        9         
Vardas732      Pavarde732     6         2         9         8         1         8         
Vardas733      Pavarde733     3         5         2         7         4         7         
Vardas734      Pavarde734     1         10        4         6         5         9         
Vardas735      Pavarde735     7         6         4         1         9         9         
Vardas736      Pavarde736     3         5         8         6         4         4         
Vardas737      Pavarde737     4         7         5         8         6         8         
Vardas738      Pavarde738     5         5         4         10        1         2         
Vardas739      Pavarde739     3         5         5         3         4         10        
Vardas740      Pavarde740     7         2         9         1         10        1         
Vardas741      Pavarde741     2         9         9         4         2         10        
Vardas742      Pavarde742     6         5         3         7         7         9         
Vardas743      Pavarde743     10        7         1         10        2         3         
Vardas744      Pavarde744     10        8         6         3         9         6         
Vardas745      Pavarde745     2         10        6         2         9         6         
Vardas746      Pavarde746     6         6         3         8         2         6         
Vardas747      Pavarde747     7         5         6         2         7         10        
Vardas748      Pavarde748     5         8         7         4         10        5         
Vardas749      Pavarde749     9         10        7         8         9         4         
Vardas750      Pavarde750     4         1         9         10        4         7         
Vardas751      Pavarde751     7         2         10        9         10        4         
Vardas752      Pavarde752     8         3         1         5         7         10        
Vardas753      Pavarde753     5         4         1         5         6         3         
Vardas754      Pavarde754     10        1         9         7         3         1         
Vardas755      Pavarde755     7         7         4         6         4         4         
Vardas756      Pavarde756     9         10        1         7         6         1         
Vardas757      Pavarde757     6         9         8         3         1         1         
Vardas758      Pavarde758     4         6         5         2         4         1         
Vardas759      Pavarde759     2         8         7         1         8         9         
Vardas760      Pavarde760     9         4         4         6         8         7         
Vardas761      Pavarde761     10        4         3         8         1         10        
Vardas762      Pavarde762     1         10        6         10        8         5         
Vardas763      Pavarde763     7         6         5         5         7         10        
Vardas764      Pavarde764     8         9         3         9         4         8         
Vardas765      Pavarde765     2         1         5         1         10        10        
Vardas766      Pavarde766     4         8         5         8         3         2         
Vardas767      Pavarde767     6         5         5         8         9         1         
Vardas768      Pavarde768     9         5         5         9         1         10        
Vardas769      Pavarde769     7         8         7         6         3         6         
Vardas770      Pavarde770     5         9         3         7         1         9         
Vardas771      Pavarde771     3         8         10        8         2         9         
Vardas772      Pavarde772     3         6         4         7         7         10        
Vardas773      Pavarde773     1         7         4         5         10        10        
Vardas774      Pavarde774     1         5         2         9         4         4         
Vardas775      Pavarde775     6         1         7         6         6         7         
Vardas776      Pavarde776     7         7         9         7         9         4         
Vardas777      Pavarde777     8         4         9         3         1         7         
Vardas778      Pavarde778     3         5         8         7         3         6         
Vardas779      Pavarde779     1         7         7         1         2         6         
Vardas780      Pavarde780     4         7         1         7         6         2         
Vardas781      Pavarde781     8         6         5         6         2         10        
Vardas782      Pavarde782     10        2         8         6         9         8         
Vardas783      Pavarde783     3         10        4         6         7         7         
Vardas784      Pavarde784     9         4         7         10        1         9         
Vardas785      Pavarde785     6         6         2         2         4         1         
Vardas786      Pavarde786     9         9         1         1         5         8         
Vardas787      Pavarde787     2         3         3         3         10        5         
Vardas788      Pavarde788     3         3         6         2         9         2         
Vardas789      Pavarde789     10        10        2         5         2         8         
Vardas790      Pavarde790     5         7         6         10        4         6         
Vardas791      Pavarde791     10        6         1         5         4         3         
Vardas792      Pavarde792     3         10        9         6         10        6         
Vardas793      Pavarde793     7         6         5         3         4         3         
Vardas794      Pavarde794     6         6         8         10        8         9         
Vardas795      Pavarde795     10        2         7         5         2         8         
Vardas796      Pavarde796     3         4         3         4         8         1         
Vardas797      Pavarde797     4         6         7         8         8         8         
Vardas798      Pavarde798     6         1         4         3         7         7         
Vardas799      Pavarde799     3         8         10        3         1         7         
Vardas800      Pavarde800     6         1         10        10        8         4         
Vardas801      Pavarde801     1         8         8         7         7         6         
Vardas802      Pavarde802     3         1         1         7         6         8         
Vardas803      Pavarde803     7         3         9         5         9         7         
Vardas804      Pavarde804     4         3         6         6         4         3         
Vardas805      Pavarde805     5         4         4         3         3         4         
Vardas806      Pavarde806     8         1         8         8         10        10        
Vardas807      Pavarde807     4         2         1         3         3         10        
Vardas808      Pavarde808     9         4         7         2         7         7         
Vardas809      Pavarde809     2         8         9         5         3         5         
Vardas810      Pavarde810     9         2         6         2         8         4         
Vardas811      Pavarde811     2         7         5         4         7         2         
Vardas812      Pavarde812     6         9         7         8         1         6         
Vardas813      Pavarde813     9         4         4         5         5         5         
Vardas814      Pavarde814     7         8         10        8         3         5         
Vardas815      Pavarde815     5         10        2         6         7         1         
Vardas816      Pavarde816     6         2         9         1         7         9         
Vardas817      Pavarde817     1         10        3         8         3         9         
Vardas818      Pavarde818     7         9         6         5         6         9         
Vardas819      Pavarde819     4         3         6         8         1         10        
Vardas820      Pavarde820     8         9         4         8         9         8         
Vardas821      Pavarde821     6         7         9         10        6         7         
Vardas822      Pavarde822     1         5         7         8         3         6         
Vardas823      Pavarde823     7         9         1         6         9         1         
Vardas824      Pavarde824     6         3         5         1         3         5         
Vardas825      Pavarde825     1         2         5         8         3         4         
Vardas826      Pavarde826     6         10        4         10        6         9         
Vardas827      Pavarde827     7         6         5         7         9         10        
Vardas828      Pavarde828     9         5         8         5         5         3         
Vardas829      Pavarde829     8         8         5         2         10        7         
Vardas830      Pavarde830     6         1         3         7         10        1         
Vardas831      Pavarde831     10        2         5         8         4         3         
Vardas832      Pavarde832     9         9         8         7         1         3         
Vardas833      Pavarde833     1         1         7         2         2         8         
Vardas834      Pavarde834     2         9         2         1         8         5         
Vardas835      Pavarde835     5         1         4         2         9         2         
Vardas836      Pavarde836     3         10        3         2         9         2         
Vardas837      Pavarde837     6         4         9         8         8         7         
Vardas838      Pavarde838     5         10        8         3         8         7         
Vardas839      Pavarde839     7         10        7         7         10        9         
Vardas840      Pavarde840     4         4         8         1         10        7         
Vardas841      Pavarde841     2         4         8         4         9         2         
Vardas842      Pavarde842     1         8         1         4         9         3         
Vardas843      Pavarde843     7         4         10        7         8         8         
Vardas844      Pavarde844     7         4         1         6         2         2         
Vardas845      Pavarde845     10        7         1         6         10        5         
Vardas846      Pavarde846     4         2         9         4         6         9         
Vardas847      Pavarde847     1         6         3         6         4         3         
Vardas848      Pavarde848     2         4         7         4         6         9         
Vardas849      Pavarde849     5         1         4         6         6         9         
Vardas850      Pavarde850     1         7         5         1         8         5         
Vardas851      Pavarde851     2         9         2         2         1         4         
Vardas852      Pavarde852     2         10        1         7         3         5         
Vardas853      Pavarde853     1         4         4         2         4         9         
Vardas854      Pavarde854     3         9         5         10        10        10        
Vardas855      Pavarde855     3         2         5         8         8         1         
Vardas856      Pavarde856     7         5         10        1         1         8         
Vardas857      Pavarde857     8         7         1         9         9         5         
Vardas858      Pavarde858     6         8         7         2         3         6         
Vardas859      Pavarde859     9         1         9         3         3         5         
Vardas860      Pavarde860     1         2         2         10        2         7         
Vardas861      Pavarde861     5         10        5         8         1         6         
Vardas862      Pavarde862     7         3         6         8         9         9         
Vardas863      Pavarde863     1         2         9         4         3         8         
Vardas864      Pavarde864     9         6         7         4         4         2         
Vardas865      Pavarde865     10        10        3         4         1         2         
Vardas866      Pavarde866     10        4         2         6         8         7         
Vardas867      Pavarde867     10        3         2         6         9         1         
Vardas868      Pavarde868     6         10        10        5         7         9         
Vardas869      Pavarde869     2         10        1         3         3         4         
Vardas870      Pavarde870     6         3         8         8         7         10        
Vardas871      Pavarde871     1         10        1         5         9         9         
Vardas872      Pavarde872     2         6         2         7         7         5         
Vardas873      Pavarde873     10        4         9         2         3         7         
Vardas874      Pavarde874     4         2         6         1         3         10        
Vardas875      Pavarde875     4         6         4         2         1         7         
Vardas876      Pavarde876     6         8         6         1         9         7         
Vardas877      Pavarde877     1         4         10        5         7         1         
Vardas878      Pavarde878     3         7         9         1         9         1         
Vardas879      Pavarde879     1         9         2         3         3         2         
Vardas880      Pavarde880     8         8         7         8         10        3         
Vardas881      Pavarde881     2         5         5         2         5         6         
Vardas882      Pavarde882     2         5         2         6         5         7         
Vardas883      Pavarde883     6         6         3         1         1         6         
Vardas884      Pavarde884     10        2         10        7         10        6         
Vardas885      Pavarde885     8         7         6         8         7         8         
Vardas886      Pavarde886     10        3         1         5         5         7         
Vardas887      Pavarde887     2         6         10        3         2         10        
Vardas888      Pavarde888     5         6         1         9         4         8         
Vardas889      Pavarde889     8         3         7         4         9         5         
Vardas890      Pavarde890     6         8         9         5         1         5         
Vardas891      Pavarde891     1         1         4         1         9         10        
Vardas892      Pavarde892     8         5         8         6         3         2         
Vardas893      Pavarde893     2         10        1         10        1         7         
Vardas894      Pavarde894     6         6         1         10        4         1         
Vardas895      Pavarde895     9         4         7         8         3         1         
Vardas896      Pavarde896     6         5         9         4         10        4         
Vardas897      Pavarde897     7         9         8         1         9         4         
Vardas898      Pavarde898     8         2         3         2         4         6         
Vardas899      Pavarde899     2         5         9         10        8         2         
Vardas900      Pavarde900     4         9         5         5         8         5         
Vardas901      Pavarde901     7         7         10        1         3         2         
Vardas902      Pavarde902     4         10        2         10        4         5         
Vardas903      Pavarde903     1         9         2         6         7         5         
Vardas904      Pavarde904     7         1         7         5         9         5         
Vardas905      Pavarde905     9         1         7         10        5         5         
Vardas906      Pavarde906     3         5         5         4         2         4         
Vardas907      Pavarde907     1         1         4         5         10        10        
Vardas908      Pavarde908     4         1         9         7         1         10        
Vardas909      Pavarde909     6         5         2         7         2         10        
Vardas910      Pavarde910     2         10        4         7         1         4         
Vardas911      Pavarde911     3         3         6         8         10        3         
Vardas912      Pavarde912     6         1         2         2         8         7         
Vardas913      Pavarde913     2         9         2         4         10        8         
Vardas914      Pavarde914     7         1         2         4         1         7         
Vardas915      Pavarde915     7         4         7         9         9         7         
Vardas916      Pavarde916     4         4         7         7         5         5         
Vardas917      Pavarde917     9         9         7         10        8         7         
Vardas918      Pavarde918     6         5         3         9         6         6         
Vardas919      Pavarde919     8         6         7         8         9         2         
Vardas920      Pavarde920     3         3         5         9         2         9         
Vardas921      Pavarde921     10        8         9         3         7         4         
Vardas922      Pavarde922     2         3         6         6         7         9         
Vardas923      Pavarde923     9         10        6         4         10        3         
Vardas924      Pavarde924     9         8         1         7         7         7         
Vardas925      Pavarde925     9         5         10        8         7         9         
Vardas926      Pavarde926     10        4         1         5         4         3         
Vardas927      Pavarde927     3         6         4         3         10        7         
Vardas928      Pavarde928     8         2         2         5         5         6         
Vardas929      Pavarde929     1         7         3         4         9         4         
Vardas930      Pavarde930     2         5         4         9         10        10        
Vardas931      Pavarde931     1         4         1         1         5         7         
Vardas932      Pavarde932     5         1         2         7         3         3         
Vardas933      Pavarde933     10        8         1         1         9         5         
Vardas934      Pavarde934     3         1         2         5         3         10        
Vardas935      Pavarde935     1         1         2         4         6         8         
Vardas936      Pavarde936     1         4         5         9         9         5         
Vardas937      Pavarde937     9         10        10        8         6         3         
Vardas938      Pavarde938     2         1         5         8         6         4         
Vardas939      Pavarde939     10        6         6         6         1         4         
Vardas940      Pavarde940     5         5         3         3         10        10        
Vardas941      Pavarde941     5         8         10        10        6         9         
Vardas942      Pavarde942     9         8         2         7         3         6         
Vardas943      Pavarde943     6         10        10        2         7         10        
Vardas944      Pavarde944     9         3         1         6         8         10        
Vardas945      Pavarde945     4         4         4         5         1         6         
Vardas946      Pavarde946     10        2         10        8         10        10        
Vardas947      Pavarde947     8         1         8         8         3         3         
Vardas948      Pavarde948     1         9         1         9         9         7         
Vardas949      Pavarde949     8         10        1         3         3         9         
Vardas950      Pavarde950     9         6         9         2         4         10        
Vardas951      Pavarde951     7         5         7         2         1         6         
Vardas952      Pavarde952     1         3         10        1         7         8         
Vardas953      Pavarde953     5         4         9         7         3         4         
Vardas954      Pavarde954     5         3         1         5         8         9         
Vardas955      Pavarde955     6         4         9         9         7         1         
Vardas956      Pavarde956     5         7         5         3         2         10        
Vardas957      Pavarde957     5         9         4         2         2         10        
Vardas958      Pavarde958     4         9         9         6         4         6         
Vardas959      Pavarde959     4         6         6         3         6         5         
Vardas960      Pavarde960     7         10        4         6         7         9         
Vardas961      Pavarde961     3         8         3         9         6         8         
Vardas962      Pavarde962     3         4         10        10        7         8         
Vardas963      Pavarde963     5         2         5         9         4         4         
Vardas964      Pavarde964     8         4         2         7         3         7         
Vardas965      Pavarde965     4         3         8         2         10        7         
Vardas966      Pavarde966     3         2         7         8         5         1         
Vardas967      Pavarde967     3         4         5         4         5         4         
Vardas968      Pavarde968     9         2         1         3         1         7         
Vardas969      Pavarde969     10        10        2         7         3         2         
Vardas970      Pavarde970     10        6         2         3         8         2         
Vardas971      Pavarde971     2         6         3         7         1         2         
Vardas972      Pavarde972     8         1         1         2         3         5         
Vardas973      Pavarde973     4         2         2         5         4         10        
Vardas974      Pavarde974     5         6         4         2         7         9         
Vardas975      Pavarde975     5         6         7         10        1         6         
Vardas976      Pavarde976     1         8         8         7         1         8         
Vardas977      Pavarde977     7         7         9         10        9         5         
Vardas978      Pavarde978     10        9         5         8         5         4         
Vardas979      Pavarde979     1         1         6         1         6         3         
Vardas980      Pavarde980     9         5         4         6         2         4         
Vardas981      Pavarde981     10        10        10        9         9         7         
Vardas982      Pavarde982     7         2         4         1         9         10        
Vardas983      Pavarde983     3         6         2         9         10        4         
Vardas984      Pavarde984     2         10        5         3         6         6         
Vardas985      Pavarde985     5         5         8         6         7         7         
Vardas986      Pavarde986     7         10        9         3         10        4         
Vardas987      Pavarde987     2         7         3         6         1         3         
Vardas988      Pavarde988     1         10        6         7         9         1         
Vardas989      Pavarde989     4         2         10        6         5         9         
Vardas990      Pavarde990     1         2         10        7         4         8         
Vardas991      Pavarde991     9         7         9         5         4         9         
Vardas992      Pavarde992     3         7         10        5         6         5         
Vardas993      Pavarde993     7         6         3         6         8         7         
Vardas994      Pavarde994     1         3         2         10        6         6         
Vardas995      Pavarde995     2         7         9         7         5         2         
Vardas996      Pavarde996     1         6         2         1         4         3         
Vardas997      Pavarde997     7         9         2         3         1         7         
Vardas998      Pavarde998     4         10        8         3         5         10        
Vardas999      Pavarde999     2         5         1         6         8         7         
Vardas1000     Pavarde1000    9         9         1         7         2         2         
Vardas1001     Pavarde1001    3         7         10        10        9         7         
Vardas1002     Pavarde1002    4         1         6         8         7         1         
Vardas1003     Pavarde1003    2         6         6         1         1         6         
Vardas1004     Pavarde1004    8         1         7         6         7         6         
Vardas1005     Pavarde1005    9         3         7         8         5         7         
Vardas1006     Pavarde1006    10        1         6         1         10        7         
Vardas1007     Pavarde1007    1         9         8         8         4         7         
Vardas1008     Pavarde1008    1         1         2         3         3         9         
Vardas1009     Pavarde1009    5         1         9         1         9         3         
Vardas1010     Pavarde1010    10        2         1         4         6         1         
Vardas1011     Pavarde1011    3         6         4         1         3         3         
Vardas1012     Pavarde1012    5         6         9         2         4         2         
Vardas1013     Pavarde1013    7         10        9         4         9         5         
Vardas1014     Pavarde1014    4         9         7         1         8         4         
Vardas1015     Pavarde1015    5         4         2         2         2         4         
Vardas1016     Pavarde1016    4         10        10        10        1         1         
Vardas1017     Pavarde1017    7         5         4         3         10        9         
Vardas1018     Pavarde1018    6         9         7         5         5         2         
Vardas1019     Pavarde1019    1         6         1         1         5         8         
Vardas1020     Pavarde1020    6         8         2         9         5         10        
Vardas1021     Pavarde1021    4         10        2         10        6         4         
Vardas1022     Pavarde1022    5         7         3         8         10        10        
Vardas1023     Pavarde1023    1         3         6         2         4         6         
Vardas1024     Pavarde1024    1         4         10        8         2         7         
Vardas1025     Pavarde1025    2         3         5         2         4         10        
Vardas1026     Pavarde1026    5         4         2         4         3         3         
Vardas1027     Pavarde1027    3         1         5         2         6         4         
Vardas1028     Pavarde1028    4         8         4         5         4         2         
Vardas1029     Pavarde1029    10        7         6         10        2         7         
Vardas1030     Pavarde1030    8         1         6         4         9         8         
Vardas1031     Pavarde1031    4         5         10        8         3         7         
Vardas1032     Pavarde1032    10        9         6         7         9         3         
Vardas1033     Pavarde1033    1         8         6         6         8         6         
Vardas1034     Pavarde1034    5         1         1         10        9         2         
Vardas1035     Pavarde1035    4         6         2         1         4         9         
Vardas1036     Pavarde1036    8         3         1         6         10        7         
Vardas1037     Pavarde1037    3         7         2         5         3         1         
Vardas1038     Pavarde1038    3         4         4         5         8         10        
Vardas1039     Pavarde1039    3         1         5         2         5         4         
Vardas1040     Pavarde1040    4         6         10        10        10        2         
Vardas1041     Pavarde1041    9         10        4         7         1         1         
Vardas1042     Pavarde1042    9         6         10        8         3         7         
Vardas1043     Pavarde1043    4         6         5         1         7         7         
Vardas1044     Pavarde1044    4         7         6         9         4         1         
Vardas1045     Pavarde1045    7         1         6         10        8         4         
Vardas1046     Pavarde1046    10        6         5         9         4         4         
Vardas1047     Pavarde1047    5         6         4         9         2         6         
Vardas1048     Pavarde1048    2         2         9         8         10        6         
Vardas1049     Pavarde1049    2         1         9         5         1         5         
Vardas1050     Pavarde1050    5         1         7         8         8         4         
Vardas1051     Pavarde1051    3         8         8         6         5         7         
Vardas1052     Pavarde1052    10        3         2         4         1         8         
Vardas1053     Pavarde1053    8         7         9         7         1         2         
Vardas1054     Pavarde1054    2         2         10        5         9         9         
Vardas1055     Pavarde1055    6         4         8         1         3         6         
Vardas1056     Pavarde1056    8         6         4         2         3         7         
Vardas1057     Pavarde1057    9         4         4         2         3         6         
Vardas1058     Pavarde1058    5         7         9         1         5         2         
Vardas1059     Pavarde1059    5         6         3         7         5         4         
Vardas1060     Pavarde1060    9         8         9         8         2         7         
Vardas1061     Pavarde1061    1         1         10        10        8         5         
Vardas1062     Pavarde1062    2         8         10        10        2         3         
Vardas1063     Pavarde1063    8         10        1         8         7         5         
Vardas1064     Pavarde1064    1         9         7         7         3         4         
Vardas1065     Pavarde1065    10        10        5         9         3         10        
Vardas1066     Pavarde1066    7         4         3         8         10        5         
Vardas1067     Pavarde1067    1         10        7         6         5         9         
Vardas1068     Pavarde1068    6         4         5         5         1         9         
Vardas1069     Pavarde1069    5         8         2         10        7         4         
Vardas1070     Pavarde1070    9         8         9         7         4         6         
Vardas1071     Pavarde1071    9         10        5         7         8         9         
Vardas1072     Pavarde1072    5         8         4         3         2         3         
Vardas1073     Pavarde1073    8         9         1         4         10        1         
Vardas1074     Pavarde1074    2         9         7         10        4         2         
Vardas1075     Pavarde1075    5         2         2         3         10        1         
Vardas1076     Pavarde1076    7         1         5         3         8         2         
Vardas1077     Pavarde1077    1         6         5         8         6         10        
Vardas1078     Pavarde1078    5         1         7         9         5         2         
Vardas1079     Pavarde1079    1         7         3         6         3         7         
Vardas1080     Pavarde1080    6         9         8         8         5         10        
Vardas1081     Pavarde1081    3         6         5         10        9         2         
Vardas1082     Pavarde1082    3         1         8         8         10        7         
Vardas1083     Pavarde1083    6         1         10        5         9         5         
Vardas1084     Pavarde1084    3         6         8         6         9         9         
Vardas1085     Pavarde1085    4         2         8         6         8         6         
Vardas1086     Pavarde1086    10        9         2         10        7         1         
Vardas1087     Pavarde1087    2         10        1         7         9         6         
Vardas1088     Pavarde1088    10        4         8         1         6         1         
Vardas1089     Pavarde1089    6         2         7         9         1         2         
Vardas1090     Pavarde1090    10        8         10        7         8         10        
Vardas1091     Pavarde1091    9         6         8         6         4         3         
Vardas1092     Pavarde1092    2         10        10        5         5         9         
Vardas1093     Pavarde1093    9         6         10        8         10        6         
Vardas1094     Pavarde1094    9         8         10        3         8         2         
Vardas1095     Pavarde1095    3         8         8         7         2         1         
Vardas1096     Pavarde1096    10        1         3         1         1         9         
Vardas1097     Pavarde1097    7         8         10        6         7         10        
Vardas1098     Pavarde1098    4         4         5         5         9         2         
Vardas1099     Pavarde1099    3         8         10        4         8         7         
Vardas1100     Pavarde1100    10        9         7         9         7         1         
Vardas1101     Pavarde1101    3         4         8         7         8         1         
Vardas1102     Pavarde1102    2         4         5         7         9         5         
Vardas1103     Pavarde1103    8         10        4         8         3         8         
Vardas1104     Pavarde1104    3         2         4         7         8         4         
Vardas1105     Pavarde1105    5         4         1         7         4         5         
Vardas1106     Pavarde1106    10        8         9         8         1         1         
Vardas1107     Pavarde1107    7         1         3         7         5         10        
Vardas1108     Pavarde1108    1         1         2         5         9         6         
Vardas1109     Pavarde1109    1         3         10        8         3         6         
Vardas1110     Pavarde1110    7         2         1         1         6         8         
Vardas1111     Pavarde1111    5         1         8         5         6         10        
Vardas1112     Pavarde1112    6         1         7         10        10        1         
Vardas1113     Pavarde1113    7         4         8         3         10        9         
Vardas1114     Pavarde1114    8         7         5         2         7         7         
Vardas1115     Pavarde1115    2         10        4         5         4         5         
Vardas1116     Pavarde1116    6         5         10        3         8         10        
Vardas1117     Pavarde1117    4         2         1         10        7         4         
Vardas1118     Pavarde1118    3         1         8         5         4         3         
Vardas1119     Pavarde1119    3         10        2         9         9         9         
Vardas1120     Pavarde1120    4         10        3         5         3         9         
Vardas1121     Pavarde1121    8         7         3         2         1         5         
Vardas1122     Pavarde1122    9         6         4         2         7         8         
Vardas1123     Pavarde1123    5         4         3         5         10        8         
Vardas1124     Pavarde1124    6         7         10        4         3         5         
Vardas1125     Pavarde1125    2         7         10        3         5         6         
Vardas1126     Pavarde1126    9         8         2         9         4         6         
Vardas1127     Pavarde1127    10        6         5         3         3         10        
Vardas1128     Pavarde1128    4         3         9         8         2         5         
Vardas1129     Pavarde1129    9         1         3         6         7         4         
Vardas1130     Pavarde1130    10        2         6         1         10        9         
Vardas1131     Pavarde1131    10        9         7         1         3         4         
Vardas1132     Pavarde1132    7         3         4         1         5         5         
Vardas1133     Pavarde1133    10        6         3         2         7         1         
Vardas1134     Pavarde1134    7         3         8         6         5         3         
Vardas1135     Pavarde1135    9         8         6         8         6         10        
Vardas1136     Pavarde1136    6         3         7         8         2         5         
Vardas1137     Pavarde1137    3         9         10        5         7         10        
Vardas1138     Pavarde1138    4         10        4         6         3         5         
Vardas1139     Pavarde1139    7         5         4         8         10        4         
Vardas1140     Pavarde1140    8         2         10        2         5         7         
Vardas1141     Pavarde1141    7         3         7         8         5         8         
Vardas1142     Pavarde1142    9         1         2         4         4         2         
Vardas1143     Pavarde1143    4         8         1         1         7         9         
Vardas1144     Pavarde1144    8         1         5         4         7         7         
Vardas1145     Pavarde1145    3         1         2         1         3         7         
Vardas1146     Pavarde1146    3         7         2         2         8         10        
Vardas1147     Pavarde1147    6         2         3         4         7         10        
Vardas1148     Pavarde1148    10        5         3         8         4         8         
Vardas1149     Pavarde1149    3         8         10        4         10        9         
Vardas1150     Pavarde1150    3         3         2         9         10        10        
Vardas1151     Pavarde1151    4         1         2         5         4         7         
Vardas1152     Pavarde1152    3         8         6         4         1         3         
Vardas1153     Pavarde1153    10        2         3         4         3         5         
Vardas1154     Pavarde1154    4         5         5         8         10        3         
Vardas1155     Pavarde1155    8         9         9         7         7         5         
Vardas1156     Pavarde1156    5         5         5         6         3         8         
Vardas1157     Pavarde1157    5         5         9         9         2         10        
Vardas1158     Pavarde1158    1         5         9         10        5         3         
